OrderDetailID,OrderID,ProductID,Quantity,SupplierID
8711,7657058,15352,18,3
8712,7657058,5390,7,3
8713,7657058,20777,19,5
8714,7657058,25364,9,5
8715,7657059,22055,14,6
8716,7657059,2416,17,4
8717,7657059,19710,2,2
8718,7657059,6504,12,1
8719,7657059,26451,11,3
8720,7657059,23444,17,4
8721,7657059,18663,16,1
8722,7657059,13638,19,4
8723,7657059,12019,20,1
8724,7657060,2613,19,1
8725,7657060,10769,3,3
8726,7657060,11193,6,3
8727,7657060,22124,8,5
8728,7657060,12888,9,5
8729,7657060,1015,4,2
8730,7657060,24710,19,3
8731,7657060,21242,6,2
8732,7657060,19119,15,5
8733,7657060,4022,17,5
8734,7657061,6436,9,2
8735,7657062,9798,20,4
8736,7657062,3149,8,1
8737,7657062,26396,19,2
8738,7657062,9593,17,5
8739,7657062,8686,3,3
8740,7657062,9986,17,1
8741,7657062,2073,3,3
8742,7657062,21079,4,2
8743,7657063,5233,20,5
8744,7657063,26621,10,5
8745,7657063,12373,20,5
8746,7657063,16424,9,5
8747,7657063,662,11,3
8748,7657063,679,11,6
8749,7657064,20168,2,2
8750,7657064,7514,1,6
8751,7657064,657,14,5
8752,7657065,14113,18,6
8753,7657065,16424,5,5
8754,7657065,12450,7,4
8755,7657066,6328,9,2
8756,7657066,18780,7,5
8757,7657067,3514,19,1
8758,7657067,3670,12,4
8759,7657067,10818,4,2
8760,7657067,23369,13,6
8761,7657067,18921,12,6
8762,7657068,6331,14,4
8763,7657068,10647,5,1
8764,7657068,26967,6,1
8765,7657068,3204,10,5
8766,7657068,24052,17,3
8767,7657068,22142,8,2
8768,7657069,14847,13,3
8769,7657069,13868,13,6
8770,7657069,20371,12,3
8771,7657069,21021,7,1
8772,7657069,10232,8,5
8773,7657069,19601,4,3
8774,7657069,774,4,6
8775,7657069,13870,19,3
8776,7657070,22726,15,6
8777,7657070,25545,1,3
8778,7657070,24629,18,2
8779,7657070,8488,6,5
8780,7657070,18341,8,1
8781,7657070,17536,4,4
8782,7657071,17409,11,4
8783,7657071,10441,14,5
8784,7657071,3000,13,6
8785,7657071,6157,8,1
8786,7657071,10691,9,2
8787,7657071,24356,10,6
8788,7657071,809,20,1
8789,7657071,4417,17,3
8790,7657071,14471,14,1
8791,7657072,10406,5,4
8792,7657072,14913,16,2
8793,7657072,15649,11,2
8794,7657072,4474,4,4
8795,7657073,13523,7,6
8796,7657073,10172,5,4
8797,7657073,16769,5,5
8798,7657073,1202,2,3
8799,7657073,18360,6,5
8800,7657073,5451,15,2
8801,7657073,22977,5,1
8802,7657073,20033,6,4
8803,7657074,15103,5,6
8804,7657074,19797,7,6
8805,7657074,329,12,5
8806,7657074,22612,6,3
8807,7657074,12100,1,2
8808,7657074,5642,11,2
8809,7657074,26105,16,5
8810,7657074,17315,20,4
8811,7657074,18812,18,3
8812,7657075,377,11,2
8813,7657075,8102,17,1
8814,7657075,17449,12,5
8815,7657075,8587,15,2
8816,7657075,3151,15,2
8817,7657075,2488,11,6
8818,7657075,20348,20,4
8819,7657075,23114,20,2
8820,7657076,10390,1,2
8821,7657076,19992,7,4
8822,7657076,8287,15,6
8823,7657076,2976,5,5
8824,7657077,7149,7,6
8825,7657077,2791,18,4
8826,7657077,4252,12,4
8827,7657077,5777,11,2
8828,7657077,23336,9,2
8829,7657077,12338,5,3
8830,7657077,23924,20,2
8831,7657077,74,14,1
8832,7657077,1636,18,3
8833,7657077,10979,11,1
8834,7657078,21692,17,2
8835,7657078,1984,3,2
8836,7657078,17024,2,6
8837,7657079,13356,11,2
8838,7657079,24545,20,3
8839,7657080,13678,19,1
8840,7657080,10769,8,1
8841,7657080,8704,14,6
8842,7657081,3550,17,4
8843,7657081,10858,15,1
8844,7657082,20555,1,6
8845,7657083,25103,16,3
8846,7657083,11930,10,2
8847,7657083,19485,20,1
8848,7657083,17702,20,3
8849,7657083,12220,4,2
8850,7657083,9858,1,3
8851,7657084,21551,6,4
8852,7657084,13280,6,5
8853,7657084,8229,4,3
8854,7657084,2927,4,2
8855,7657084,16784,3,2
8856,7657085,23122,9,3
8857,7657085,13001,8,5
8858,7657085,2790,18,3
8859,7657085,3419,2,1
8860,7657085,14044,16,3
8861,7657085,10749,3,6
8862,7657085,22320,14,6
8863,7657086,26001,17,6
8864,7657086,21173,1,1
8865,7657086,11062,4,1
8866,7657086,2186,5,5
8867,7657087,18582,14,3
8868,7657087,17214,18,2
8869,7657087,6134,3,6
8870,7657087,18729,7,6
8871,7657087,25779,15,5
8872,7657088,22335,17,3
8873,7657088,17713,3,4
8874,7657088,5123,16,5
8875,7657088,15392,4,2
8876,7657089,9204,20,1
8877,7657089,5641,11,6
8878,7657089,11362,17,2
8879,7657089,4195,5,6
8880,7657089,3810,16,2
8881,7657089,22699,12,1
8882,7657089,19494,8,3
8883,7657089,1938,7,2
8884,7657090,9838,13,5
8885,7657090,23042,17,2
8886,7657090,4317,6,2
8887,7657090,1226,20,1
8888,7657090,19216,16,4
8889,7657090,21492,6,6
8890,7657091,21239,2,2
8891,7657091,15760,19,5
8892,7657091,5524,18,5
8893,7657091,13739,2,4
8894,7657091,10315,18,2
8895,7657091,15705,7,1
8896,7657091,12612,1,4
8897,7657092,4935,9,5
8898,7657092,11657,15,4
8899,7657092,10885,19,4
8900,7657092,7092,11,2
8901,7657092,987,5,5
8902,7657092,2315,7,2
8903,7657092,6420,7,3
8904,7657092,13099,2,2
8905,7657092,14615,11,5
8906,7657093,19929,17,6
8907,7657093,8442,7,6
8908,7657093,506,19,3
8909,7657093,8685,17,5
8910,7657093,4533,9,2
8911,7657093,25476,13,4
8912,7657093,8380,19,5
8913,7657093,23005,12,6
8914,7657093,12611,13,6
8915,7657094,8720,8,6
8916,7657094,1056,17,5
8917,7657094,12512,12,2
8918,7657094,11509,16,2
8919,7657094,19717,18,5
8920,7657094,4496,3,5
8921,7657094,25401,10,3
8922,7657094,6574,16,1
8923,7657094,18573,5,1
8924,7657095,13888,16,2
8925,7657095,16494,4,3
8926,7657095,17093,8,5
8927,7657095,12121,6,6
8928,7657096,10157,20,1
8929,7657096,15881,3,1
8930,7657096,10785,4,6
8931,7657096,11497,6,5
8932,7657097,23390,1,6
8933,7657097,12352,11,4
8934,7657097,17138,7,1
8935,7657097,24274,20,5
8936,7657097,5753,13,3
8937,7657097,19151,2,1
8938,7657097,26861,12,1
8939,7657098,25025,11,4
8940,7657098,2274,13,3
8941,7657098,26087,2,3
8942,7657098,23085,8,1
8943,7657098,14077,3,1
8944,7657098,2811,8,6
8945,7657098,16406,8,4
8946,7657099,17191,17,2
8947,7657099,686,5,1
8948,7657099,1112,7,3
8949,7657099,23534,14,3
8950,7657099,8792,1,3
8951,7657099,22746,19,2
8952,7657100,23281,15,3
8953,7657100,17883,3,5
8954,7657100,10576,8,5
8955,7657101,1127,4,5
8956,7657101,22120,2,1
8957,7657101,1641,2,3
8958,7657102,1159,3,3
8959,7657102,2714,17,1
8960,7657103,15438,2,6
8961,7657103,24325,9,4
8962,7657103,21207,18,6
8963,7657103,26070,14,1
8964,7657103,12901,8,5
8965,7657103,7072,20,2
8966,7657103,25112,9,5
8967,7657103,2094,6,2
8968,7657103,6193,5,2
8969,7657104,20612,5,4
8970,7657104,7268,4,2
8971,7657104,3679,3,1
8972,7657104,21595,3,2
8973,7657104,23325,5,5
8974,7657104,20005,3,5
8975,7657105,5091,17,4
8976,7657105,24064,15,3
8977,7657105,9440,10,2
8978,7657105,6747,20,4
8979,7657105,13580,9,2
8980,7657106,15856,8,2
8981,7657106,9096,4,1
8982,7657106,12546,15,5
8983,7657106,25076,5,6
8984,7657106,3838,19,1
8985,7657106,13806,14,2
8986,7657106,22242,19,5
8987,7657106,19239,6,6
8988,7657106,8890,1,3
8989,7657107,26764,14,4
8990,7657107,11827,11,6
8991,7657108,5442,16,1
8992,7657108,661,9,1
8993,7657108,13712,13,2
8994,7657108,23535,3,1
8995,7657108,1085,17,2
8996,7657108,18968,6,6
8997,7657108,6151,12,2
8998,7657108,22449,4,3
8999,7657108,22079,14,6
9000,7657108,23808,6,3
9001,7657109,12163,16,3
9002,7657109,10311,18,4
9003,7657109,23227,8,1
9004,7657109,12437,19,1
9005,7657109,24044,2,3
9006,7657109,1905,5,5
9007,7657110,6559,13,6
9008,7657111,20213,14,6
9009,7657111,23089,15,5
9010,7657111,23558,11,3
9011,7657111,5982,14,5
9012,7657112,10979,20,4
9013,7657112,4287,9,6
9014,7657112,8579,12,2
9015,7657112,15441,6,1
9016,7657112,6924,4,5
9017,7657112,3649,1,4
9018,7657112,5620,15,4
9019,7657112,7540,8,1
9020,7657112,16832,1,2
9021,7657112,19152,15,1
9022,7657113,9319,12,1
9023,7657113,16185,7,4
9024,7657113,6659,13,6
9025,7657113,8492,9,6
9026,7657113,10168,11,2
9027,7657113,9332,10,2
9028,7657113,4883,3,2
9029,7657113,26472,8,2
9030,7657113,25729,17,5
9031,7657114,16830,11,5
9032,7657114,23390,10,4
9033,7657114,19724,16,6
9034,7657114,4541,15,5
9035,7657114,24859,6,5
9036,7657114,15780,13,4
9037,7657114,1781,2,5
9038,7657114,26932,17,1
9039,7657114,18593,13,3
9040,7657114,6472,2,2
9041,7657115,17225,7,4
9042,7657115,1241,13,4
9043,7657115,102,20,5
9044,7657115,21538,20,3
9045,7657115,24566,4,2
9046,7657116,20209,12,5
9047,7657116,6038,11,1
9048,7657117,9592,3,6
9049,7657117,13846,20,2
9050,7657117,26980,14,1
9051,7657117,20858,1,5
9052,7657118,9455,17,4
9053,7657119,23779,2,2
9054,7657119,12885,1,2
9055,7657119,21081,19,1
9056,7657119,15519,14,1
9057,7657119,3843,1,4
9058,7657119,19608,10,2
9059,7657119,10038,16,6
9060,7657120,15530,17,6
9061,7657120,8998,3,5
9062,7657121,12249,8,4
9063,7657121,21363,19,3
9064,7657121,12016,3,2
9065,7657122,20103,9,4
9066,7657122,136,19,3
9067,7657122,2584,15,1
9068,7657122,23626,6,6
9069,7657122,9849,7,6
9070,7657122,21500,20,3
9071,7657123,3242,3,5
9072,7657123,8124,4,3
9073,7657123,13507,5,3
9074,7657123,8701,8,1
9075,7657123,6325,12,4
9076,7657123,7074,7,5
9077,7657123,20794,8,5
9078,7657123,23948,11,5
9079,7657123,16610,5,1
9080,7657124,5374,10,1
9081,7657124,24959,7,4
9082,7657124,13463,14,1
9083,7657124,17240,2,1
9084,7657124,16705,11,4
9085,7657124,20419,5,5
9086,7657125,12379,7,1
9087,7657125,2851,11,4
9088,7657125,4321,14,2
9089,7657125,8339,10,5
9090,7657125,25520,17,6
9091,7657125,4399,4,4
9092,7657126,18218,3,4
9093,7657126,14240,11,2
9094,7657126,8563,12,6
9095,7657127,5783,1,5
9096,7657127,20755,15,2
9097,7657127,6876,3,4
9098,7657128,256,1,6
9099,7657128,7695,5,1
9100,7657129,3692,6,2
9101,7657129,22241,1,2
9102,7657129,9488,9,2
9103,7657129,10859,1,1
9104,7657130,1893,5,2
9105,7657130,14290,7,2
9106,7657130,8606,13,3
9107,7657130,19742,5,5
9108,7657130,25514,11,1
9109,7657130,18626,14,5
9110,7657131,17054,19,2
9111,7657132,25824,12,5
9112,7657132,9661,19,3
9113,7657132,3628,12,6
9114,7657132,12607,6,3
9115,7657132,12226,1,1
9116,7657132,14945,16,1
9117,7657132,12410,16,4
9118,7657132,18483,17,1
9119,7657132,17588,9,1
9120,7657132,10266,18,6
9121,7657133,3474,6,1
9122,7657133,7717,18,5
9123,7657133,14938,6,2
9124,7657133,18703,13,1
9125,7657134,15314,13,1
9126,7657134,21081,19,2
9127,7657135,25616,1,3
9128,7657135,24212,17,2
9129,7657135,22887,12,6
9130,7657136,17993,20,5
9131,7657136,17967,9,3
9132,7657136,14855,7,4
9133,7657136,343,9,4
9134,7657136,20214,12,3
9135,7657136,18963,14,3
9136,7657137,25505,5,4
9137,7657137,25555,19,4
9138,7657137,21454,1,1
9139,7657137,10882,11,5
9140,7657137,12225,11,6
9141,7657137,11606,16,3
9142,7657137,4749,10,4
9143,7657137,9453,2,3
9144,7657138,25296,2,6
9145,7657138,26069,6,6
9146,7657138,12830,10,3
9147,7657138,10415,2,1
9148,7657138,19274,16,4
9149,7657138,24241,3,2
9150,7657138,2086,11,6
9151,7657138,21431,10,1
9152,7657138,5361,13,2
9153,7657138,17597,3,6
9154,7657139,16889,13,1
9155,7657139,26588,9,6
9156,7657139,11098,16,4
9157,7657139,8364,15,1
9158,7657139,1368,12,2
9159,7657139,16377,17,2
9160,7657139,14777,4,2
9161,7657139,3507,4,1
9162,7657139,26180,11,3
9163,7657139,22149,2,1
9164,7657140,25245,12,3
9165,7657140,24979,16,5
9166,7657141,26560,18,5
9167,7657141,17125,10,2
9168,7657141,23656,1,2
9169,7657141,5909,8,6
9170,7657141,126,9,4
9171,7657141,5779,2,2
9172,7657141,16355,9,1
9173,7657141,5122,18,4
9174,7657141,10481,18,2
9175,7657141,13534,18,4
9176,7657142,17313,16,3
9177,7657143,25367,18,6
9178,7657143,24685,12,2
9179,7657143,23606,17,3
9180,7657143,15635,15,3
9181,7657143,22233,8,1
9182,7657143,2805,16,5
9183,7657143,10329,1,3
9184,7657143,9663,13,4
9185,7657143,26688,18,2
9186,7657144,21562,15,1
9187,7657144,8508,6,6
9188,7657144,8375,8,3
9189,7657144,8822,16,2
9190,7657144,26852,12,3
9191,7657144,24541,12,1
9192,7657144,6991,20,4
9193,7657144,25973,2,4
9194,7657144,14809,6,2
9195,7657144,4272,18,6
9196,7657145,19231,12,3
9197,7657145,11140,11,1
9198,7657145,25146,15,3
9199,7657145,13019,8,2
9200,7657145,18725,9,1
9201,7657145,17506,11,1
9202,7657146,11003,7,6
9203,7657146,2502,11,3
9204,7657146,8700,3,1
9205,7657146,16669,11,2
9206,7657147,12583,7,1
9207,7657147,24967,5,3
9208,7657148,16101,10,2
9209,7657149,15838,5,6
9210,7657150,4639,13,6
9211,7657151,1560,14,4
9212,7657151,22871,7,5
9213,7657151,16397,18,3
9214,7657151,26843,18,3
9215,7657151,23878,9,3
9216,7657151,13787,16,3
9217,7657151,341,19,1
9218,7657152,15775,19,1
9219,7657152,7399,13,5
9220,7657152,7612,14,1
9221,7657152,22161,1,3
9222,7657152,14286,5,3
9223,7657152,19967,7,4
9224,7657153,26005,13,5
9225,7657153,22406,18,6
9226,7657153,3877,8,2
9227,7657153,631,1,1
9228,7657153,20157,6,3
9229,7657153,26645,19,3
9230,7657153,18921,12,1
9231,7657153,21826,12,5
9232,7657153,7093,15,5
9233,7657153,10524,1,3
9234,7657154,21409,15,6
9235,7657154,4095,5,1
9236,7657154,19186,5,5
9237,7657154,10741,12,1
9238,7657155,23715,11,2
9239,7657155,3488,16,5
9240,7657155,4557,19,6
9241,7657155,10668,4,3
9242,7657155,246,11,2
9243,7657155,14018,10,3
9244,7657156,619,6,6
9245,7657156,21569,7,3
9246,7657156,24482,6,2
9247,7657157,5983,3,4
9248,7657157,8662,16,2
9249,7657157,14452,2,1
9250,7657157,12738,18,1
9251,7657157,10229,14,4
9252,7657157,11339,7,4
9253,7657157,6322,2,5
9254,7657157,5206,6,2
9255,7657158,25450,18,3
9256,7657158,13049,5,4
9257,7657158,346,8,3
9258,7657158,20979,2,6
9259,7657158,17256,14,2
9260,7657158,13504,16,6
9261,7657158,10372,4,4
9262,7657158,2001,4,1
9263,7657159,3752,2,1
9264,7657159,15520,15,5
9265,7657159,20834,10,2
9266,7657160,25406,4,3
9267,7657160,21047,8,1
9268,7657160,19536,5,1
9269,7657160,8227,10,5
9270,7657160,14705,15,5
9271,7657161,13395,12,4
9272,7657161,5664,9,6
9273,7657161,24775,13,5
9274,7657161,25398,2,5
9275,7657161,26372,14,2
9276,7657161,1797,3,2
9277,7657161,658,20,5
9278,7657161,3686,17,2
9279,7657161,2462,17,6
9280,7657162,13522,1,5
9281,7657162,7474,9,1
9282,7657162,24024,1,2
9283,7657163,3015,8,1
9284,7657163,3386,17,3
9285,7657163,8039,6,2
9286,7657163,15120,9,1
9287,7657163,12439,7,6
9288,7657163,20557,17,2
9289,7657163,5276,17,4
9290,7657163,21327,20,4
9291,7657164,5644,2,4
9292,7657164,198,17,6
9293,7657164,13077,11,2
9294,7657164,16962,13,4
9295,7657164,2269,20,5
9296,7657164,16580,18,1
9297,7657165,11593,13,1
9298,7657165,1523,12,5
9299,7657165,23283,11,4
9300,7657165,22763,3,2
9301,7657165,2943,11,5
9302,7657165,6576,5,5
9303,7657165,6293,3,6
9304,7657166,13602,18,4
9305,7657166,17576,20,3
9306,7657167,5391,5,4
9307,7657167,15075,6,2
9308,7657167,2692,11,3
9309,7657167,17579,2,2
9310,7657167,9766,1,4
9311,7657167,12773,19,6
9312,7657167,21514,17,4
9313,7657167,20908,16,1
9314,7657167,20710,11,4
9315,7657168,5007,4,4
9316,7657168,23201,7,1
9317,7657169,15155,10,2
9318,7657169,3952,2,2
9319,7657169,26393,14,5
9320,7657169,25647,12,1
9321,7657169,2176,16,2
9322,7657169,24932,15,4
9323,7657169,2597,7,4
9324,7657169,14412,1,6
9325,7657169,12872,9,2
9326,7657169,13496,10,5
9327,7657170,4431,17,5
9328,7657170,8256,10,3
9329,7657170,1715,13,5
9330,7657170,16964,2,3
9331,7657170,19690,20,3
9332,7657170,23213,3,6
9333,7657171,15359,4,4
9334,7657171,2112,7,5
9335,7657171,26667,15,6
9336,7657171,15293,19,4
9337,7657171,12661,2,2
9338,7657171,5168,6,5
9339,7657171,1530,7,5
9340,7657171,23628,2,3
9341,7657172,10614,18,6
9342,7657172,16907,12,6
9343,7657172,20921,18,4
9344,7657172,23985,5,2
9345,7657172,19613,14,1
9346,7657172,18932,10,6
9347,7657172,4633,9,2
9348,7657172,5079,19,3
9349,7657172,8788,8,1
9350,7657172,2392,3,5
9351,7657173,22827,12,1
9352,7657173,11198,13,2
9353,7657173,17448,7,2
9354,7657173,10645,7,5
9355,7657173,9065,14,4
9356,7657173,18013,19,4
9357,7657173,6560,5,6
9358,7657173,13780,20,1
9359,7657173,18743,10,4
9360,7657174,20457,9,2
9361,7657174,16913,1,2
9362,7657174,2381,17,1
9363,7657174,20084,3,1
9364,7657174,4704,12,5
9365,7657174,21299,6,5
9366,7657175,12795,3,6
9367,7657175,23194,12,1
9368,7657175,22443,7,6
9369,7657175,11283,7,6
9370,7657175,24684,1,4
9371,7657175,2862,10,1
9372,7657176,13483,11,5
9373,7657176,10632,17,1
9374,7657176,14275,16,6
9375,7657176,17064,20,4
9376,7657176,21140,20,5
9377,7657176,1933,13,1
9378,7657176,15293,6,3
9379,7657176,19332,13,2
9380,7657177,15035,10,6
9381,7657178,20295,16,6
9382,7657178,1673,20,3
9383,7657178,15840,9,5
9384,7657178,12840,6,5
9385,7657178,23576,15,3
9386,7657178,24318,14,5
9387,7657178,13591,3,2
9388,7657179,8751,4,6
9389,7657179,6307,2,2
9390,7657179,13,11,2
9391,7657179,7732,7,3
9392,7657179,5314,4,6
9393,7657179,17780,14,2
9394,7657179,11309,3,4
9395,7657179,16038,7,6
9396,7657179,3972,13,6
9397,7657180,20780,19,4
9398,7657180,18577,19,1
9399,7657180,6309,5,5
9400,7657180,21019,7,5
9401,7657180,21128,11,2
9402,7657180,6434,12,6
9403,7657180,2423,12,5
9404,7657180,4813,5,3
9405,7657181,8546,9,3
9406,7657182,14417,19,4
9407,7657182,17608,8,1
9408,7657182,16551,4,6
9409,7657183,11318,19,6
9410,7657183,8317,4,5
9411,7657183,3210,16,4
9412,7657183,18308,6,5
9413,7657183,2749,11,1
9414,7657183,1701,19,1
9415,7657183,643,4,4
9416,7657183,26843,11,4
9417,7657183,11185,2,5
9418,7657184,20212,14,5
9419,7657184,6254,5,6
9420,7657184,4621,8,6
9421,7657184,19218,10,3
9422,7657184,7744,17,2
9423,7657184,21713,18,3
9424,7657185,26235,15,6
9425,7657185,24422,8,6
9426,7657185,7474,19,5
9427,7657185,9961,19,1
9428,7657185,11672,7,2
9429,7657185,16618,13,3
9430,7657185,24475,12,6
9431,7657185,648,18,2
9432,7657185,16205,20,3
9433,7657185,13892,11,2
9434,7657186,12358,4,4
9435,7657186,22650,5,6
9436,7657186,5538,13,1
9437,7657186,14561,10,4
9438,7657186,12679,14,2
9439,7657186,7737,5,3
9440,7657186,16825,12,2
9441,7657186,13860,15,4
9442,7657186,17604,15,3
9443,7657186,19549,14,6
9444,7657187,5229,20,2
9445,7657187,12680,6,6
9446,7657187,15752,10,2
9447,7657188,18838,4,3
9448,7657188,24367,15,3
9449,7657188,5910,1,1
9450,7657188,10402,12,3
9451,7657188,4821,2,1
9452,7657188,11837,14,1
9453,7657189,24243,19,4
9454,7657189,678,8,2
9455,7657189,25406,14,4
9456,7657189,6009,18,6
9457,7657189,16947,3,3
9458,7657189,2876,19,3
9459,7657189,19219,2,3
9460,7657189,26430,7,4
9461,7657189,7038,15,1
9462,7657189,22074,5,6
9463,7657190,5000,6,4
9464,7657191,17593,5,6
9465,7657191,25102,4,1
9466,7657191,13460,9,5
9467,7657191,920,15,5
9468,7657191,4669,7,5
9469,7657192,5961,20,3
9470,7657192,17263,10,4
9471,7657192,355,19,2
9472,7657193,9262,3,3
9473,7657193,18139,15,6
9474,7657193,26819,13,1
9475,7657193,14589,4,1
9476,7657194,3268,10,1
9477,7657195,6787,7,5
9478,7657196,695,8,4
9479,7657196,10890,9,2
9480,7657197,19957,3,1
9481,7657197,3633,17,3
9482,7657197,3862,4,3
9483,7657197,24389,1,2
9484,7657197,19317,12,2
9485,7657198,11546,19,1
9486,7657198,11025,13,5
9487,7657198,25395,14,6
9488,7657198,7399,5,2
9489,7657198,8607,8,3
9490,7657198,25536,19,5
9491,7657199,23788,20,2
9492,7657199,8801,8,6
9493,7657199,18147,10,3
9494,7657199,2747,4,3
9495,7657199,5882,15,4
9496,7657199,26911,7,5
9497,7657199,23591,14,2
9498,7657200,26307,8,6
9499,7657200,1304,15,2
9500,7657200,7902,17,6
9501,7657200,25017,4,2
9502,7657200,12342,1,1
9503,7657201,24064,4,2
9504,7657201,9020,4,4
9505,7657201,22761,14,6
9506,7657201,4564,15,1
9507,7657201,9556,5,4
9508,7657201,4936,20,4
9509,7657202,12360,6,3
9510,7657202,4111,1,4
9511,7657202,14279,8,3
9512,7657202,2453,4,1
9513,7657202,16484,5,2
9514,7657202,11069,20,4
9515,7657202,11983,3,1
9516,7657202,6749,12,2
9517,7657203,6830,20,5
9518,7657203,7247,2,1
9519,7657203,7486,20,5
9520,7657203,21502,16,2
9521,7657204,21141,18,3
9522,7657204,21742,20,3
9523,7657204,6472,10,4
9524,7657204,9876,7,1
9525,7657204,24799,3,2
9526,7657204,25500,12,3
9527,7657204,17160,9,4
9528,7657204,13088,13,2
9529,7657204,2586,16,4
9530,7657204,16720,19,3
9531,7657205,7347,1,5
9532,7657205,16993,9,5
9533,7657205,15711,20,4
9534,7657206,14849,19,3
9535,7657206,19771,4,2
9536,7657206,12508,5,6
9537,7657206,15329,12,5
9538,7657206,11354,20,5
9539,7657206,5853,15,4
9540,7657206,12276,8,6
9541,7657206,15278,13,1
9542,7657206,22888,10,3
9543,7657206,25829,5,3
9544,7657207,5387,11,5
9545,7657207,16983,11,3
9546,7657207,18068,2,2
9547,7657207,10304,11,6
9548,7657207,2899,13,6
9549,7657207,17801,20,5
9550,7657207,14438,17,4
9551,7657207,14961,5,6
9552,7657208,6745,12,5
9553,7657208,25259,14,1
9554,7657208,19204,1,3
9555,7657208,394,4,4
9556,7657208,4,13,1
9557,7657208,19782,18,3
9558,7657208,11911,18,1
9559,7657208,16688,12,4
9560,7657208,9181,12,3
9561,7657208,1529,3,4
9562,7657209,15498,6,4
9563,7657209,11272,2,2
9564,7657209,17489,2,1
9565,7657209,16225,2,3
9566,7657209,13274,12,5
9567,7657209,23354,1,2
9568,7657209,25259,8,2
9569,7657209,18446,19,6
9570,7657209,18812,11,1
9571,7657210,14049,4,4
9572,7657210,24931,20,3
9573,7657210,24651,13,6
9574,7657210,354,18,1
9575,7657210,15233,10,5
9576,7657210,19192,18,2
9577,7657210,16952,3,4
9578,7657211,23190,20,1
9579,7657211,20654,5,4
9580,7657211,16935,6,1
9581,7657211,8874,20,1
9582,7657211,10027,5,4
9583,7657211,25379,5,1
9584,7657211,12996,16,5
9585,7657212,19845,15,1
9586,7657212,5055,13,3
9587,7657212,6771,14,4
9588,7657212,7762,18,2
9589,7657212,6168,5,4
9590,7657212,5190,11,6
9591,7657213,18742,17,4
9592,7657214,24527,8,4
9593,7657214,15000,2,1
9594,7657214,16701,3,4
9595,7657214,12897,15,4
9596,7657214,8582,8,6
9597,7657214,1234,8,5
9598,7657214,25764,19,5
9599,7657214,21096,10,6
9600,7657214,7916,5,1
9601,7657215,16773,2,6
9602,7657215,25979,17,2
9603,7657215,5115,8,3
9604,7657215,13293,2,1
9605,7657215,7885,5,6
9606,7657215,4520,7,3
9607,7657216,15869,14,5
9608,7657216,13193,12,4
9609,7657216,24692,4,2
9610,7657216,22760,19,4
9611,7657216,5667,6,6
9612,7657216,23100,4,6
9613,7657216,22029,17,2
9614,7657216,6111,17,6
9615,7657216,12016,2,5
9616,7657217,25326,8,3
9617,7657217,14703,13,5
9618,7657217,10645,7,2
9619,7657217,25870,3,4
9620,7657217,4492,4,4
9621,7657218,15057,16,5
9622,7657218,7739,5,4
9623,7657218,12986,15,1
9624,7657218,1035,17,3
9625,7657218,3121,18,3
9626,7657218,14234,8,4
9627,7657218,4046,18,5
9628,7657218,15268,2,4
9629,7657218,4117,5,2
9630,7657219,6327,19,1
9631,7657220,22894,1,2
9632,7657220,17923,5,2
9633,7657220,5964,14,2
9634,7657220,5259,9,3
9635,7657220,15726,12,4
9636,7657220,1040,4,6
9637,7657221,11217,19,6
9638,7657221,10044,11,2
9639,7657221,7493,14,6
9640,7657221,20274,4,1
9641,7657221,25447,10,4
9642,7657221,6265,20,4
9643,7657221,24924,7,6
9644,7657221,19199,6,5
9645,7657222,25659,9,3
9646,7657222,20369,15,1
9647,7657222,11594,20,4
9648,7657222,9742,4,1
9649,7657222,10518,6,3
9650,7657222,4708,6,5
9651,7657222,10040,16,3
9652,7657223,13677,6,1
9653,7657223,5768,14,2
9654,7657223,25347,17,5
9655,7657224,22997,16,1
9656,7657224,6189,4,6
9657,7657224,4957,19,1
9658,7657224,4620,18,1
9659,7657224,2913,12,1
9660,7657224,17113,1,6
9661,7657224,12035,2,1
9662,7657224,9351,10,6
9663,7657224,2681,3,3
9664,7657224,3895,14,1
9665,7657225,22008,1,5
9666,7657225,17474,2,3
9667,7657226,26353,12,3
9668,7657226,23485,5,3
9669,7657226,20850,18,5
9670,7657226,26374,16,6
9671,7657226,21863,4,5
9672,7657226,16356,3,2
9673,7657226,18986,3,6
9674,7657226,30,7,1
9675,7657226,16080,19,4
9676,7657226,15499,10,5
9677,7657227,3573,10,5
9678,7657227,26626,1,3
9679,7657227,12747,3,4
9680,7657227,26769,15,4
9681,7657227,15236,10,5
9682,7657227,7310,3,5
9683,7657228,7369,9,1
9684,7657228,24092,9,1
9685,7657228,25689,6,6
9686,7657228,23286,12,3
9687,7657228,3770,13,5
9688,7657228,13255,6,5
9689,7657228,4727,18,4
9690,7657228,14416,16,4
9691,7657228,83,16,3
9692,7657228,10738,6,2
9693,7657229,17010,14,5
9694,7657229,6069,4,1
9695,7657229,16403,1,4
9696,7657229,9130,3,1
9697,7657229,26441,17,6
9698,7657229,22866,9,2
9699,7657230,18395,15,2
9700,7657230,13660,14,1
9701,7657230,4726,1,6
9702,7657230,475,15,3
9703,7657230,1682,10,2
9704,7657230,9729,8,1
9705,7657230,9397,3,3
9706,7657230,2805,1,5
9707,7657230,26257,2,3
9708,7657230,13044,3,1
9709,7657231,12867,13,6
9710,7657231,3979,6,6
