OrderID,CustomerID,PaymentID,OrderDate,ShipperID,ShipDate,DeliveryDate,Total_order_amount
7656824,57426,4,2021-04-12,8,2021-04-17,2021-04-23,10929.87
7656825,57334,3,2021-04-12,7,2021-04-16,2021-04-20,53419.66
7656826,57194,4,2021-04-12,1,2021-04-16,2021-04-24,2601.47
7656827,57275,3,2021-04-12,4,2021-04-20,2021-04-23,15243.5
7656828,57219,6,2021-04-12,5,2021-04-18,2021-04-20,24626.55
7656829,57361,4,2021-04-12,6,2021-04-22,2021-04-27,988
7656830,57235,4,2021-04-13,6,2021-04-20,2021-04-27,27400.5
7656831,57271,6,2021-04-13,3,2021-04-16,2021-04-23,534.6
7656832,57241,5,2021-04-13,5,2021-04-18,2021-04-20,26712
7656833,57400,5,2021-04-13,5,2021-04-16,2021-04-17,7125
7656834,57370,4,2021-04-13,1,2021-04-17,2021-04-18,1918.75
7656835,57176,5,2021-04-13,1,2021-04-18,2021-05-01,2844
7656836,57104,4,2021-04-14,8,2021-04-17,2021-05-05,1020
7656837,57379,4,2021-04-14,3,2021-04-23,2021-05-03,3375
7656838,57322,3,2021-04-14,5,2021-04-24,2021-05-07,3666
7656839,57330,4,2021-04-14,7,2021-04-22,2021-05-04,6850.52
7656840,57110,6,2021-04-14,6,2021-04-16,2021-04-24,30825
7656841,57357,3,2021-04-14,3,2021-04-22,2021-05-04,28051
7656842,57411,4,2021-04-15,6,2021-04-22,2021-04-27,9395
7656843,57239,4,2021-04-15,1,2021-04-24,2021-04-27,10743.8
7656844,57244,4,2021-04-15,1,2021-04-19,2021-05-06,25344
7656845,57273,4,2021-04-15,4,2021-04-18,2021-04-23,6753.92
7656846,57238,4,2021-04-15,3,2021-04-25,2021-05-11,16802
7656847,57297,6,2021-04-15,6,2021-04-16,2021-05-01,18898.2
7656848,57093,3,2021-04-15,7,2021-04-19,2021-04-22,8070
7656849,57168,4,2021-04-15,6,2021-04-17,2021-05-06,45305.5
7656850,57328,5,2021-04-15,4,2021-04-16,2021-04-29,12277.35
7656851,57309,4,2021-04-15,1,2021-04-20,2021-04-21,24030.7
7656852,57243,4,2021-04-16,1,2021-04-21,2021-04-24,4790
7656853,57430,6,2021-04-16,2,2021-04-22,2021-04-30,12717
7656854,57208,4,2021-04-16,4,2021-04-21,2021-04-27,1780
7656855,57355,5,2021-04-16,5,2021-04-19,2021-05-04,75703.1
7656856,57218,3,2021-04-16,1,2021-04-20,2021-05-03,15265
7656857,57403,4,2021-04-16,6,2021-04-26,2021-05-13,2921.07
7656858,57096,4,2021-04-17,2,2021-04-18,2021-04-19,13040.75
7656859,57343,6,2021-04-17,6,2021-04-19,2021-04-29,7218
7656860,57179,4,2021-04-17,6,2021-04-24,2021-05-09,6905
7656861,57259,3,2021-04-17,7,2021-04-22,2021-05-05,53365.82
7656862,57251,3,2021-04-17,8,2021-04-25,2021-04-29,16830.3
7656863,57103,5,2021-04-18,3,2021-04-19,2021-04-26,15960.36
7656864,57153,6,2021-04-18,7,2021-04-20,2021-04-23,21181.11
7656865,57389,4,2021-04-18,8,2021-04-22,2021-05-03,7275.09
7656866,57396,5,2021-04-18,2,2021-04-21,2021-05-02,14947.38
7656867,57403,4,2021-04-18,8,2021-04-21,2021-04-25,5760
7656868,57193,4,2021-04-18,8,2021-04-28,2021-05-08,18295.45
7656869,57229,4,2021-04-18,5,2021-04-25,2021-05-06,91391.24
7656870,57358,5,2021-04-18,7,2021-04-21,2021-05-04,22371
7656871,57345,4,2021-04-18,2,2021-04-26,2021-05-02,750
7656872,57403,6,2021-04-18,3,2021-04-27,2021-05-03,1260
7656873,57298,4,2021-04-18,1,2021-04-21,2021-04-23,11318.75
7656874,57430,3,2021-04-19,6,2021-04-20,2021-05-04,25820
7656875,57280,3,2021-04-19,5,2021-04-24,2021-04-29,904.5
7656876,57359,4,2021-04-19,7,2021-04-29,2021-05-03,21186.2
7656877,57209,4,2021-04-19,1,2021-04-20,2021-05-09,3579
7656878,57392,6,2021-04-19,1,2021-04-21,2021-05-05,49337.75
7656879,57324,3,2021-04-19,4,2021-04-29,2021-05-03,4078.2
7656880,57265,5,2021-04-19,1,2021-04-23,2021-04-24,26173.5
7656881,57231,4,2021-04-19,7,2021-04-21,2021-05-01,11080
7656882,57386,2,2021-04-20,1,2021-04-28,2021-05-04,32303.3
7656883,57158,4,2021-04-20,4,2021-04-29,2021-05-19,33251.75
7656884,57334,5,2021-04-20,6,2021-04-24,2021-04-26,8491
7656885,57413,4,2021-04-20,4,2021-04-27,2021-05-14,2670.87
7656886,57099,4,2021-04-20,2,2021-04-23,2021-05-05,3914
7656887,57362,4,2021-04-20,4,2021-04-28,2021-05-06,19166.1
7656888,57194,4,2021-04-21,3,2021-04-22,2021-05-09,25553
7656889,57354,4,2021-04-21,7,2021-04-27,2021-05-04,7367.5
7656890,57358,5,2021-04-22,8,2021-04-28,2021-04-30,9853
7656891,57263,4,2021-04-22,3,2021-05-01,2021-05-02,13373
7656892,57135,3,2021-04-22,3,2021-04-30,2021-05-05,35410.75
7656893,57251,4,2021-04-22,4,2021-04-26,2021-04-27,18653
7656894,57332,4,2021-04-22,7,2021-04-28,2021-05-11,62444.2
7656895,57312,4,2021-04-22,1,2021-04-28,2021-05-05,8694
7656896,57245,5,2021-04-22,2,2021-04-30,2021-05-02,19090.2
7656897,57401,3,2021-04-22,5,2021-04-26,2021-04-30,7091
7656898,57328,4,2021-04-22,2,2021-04-30,2021-05-11,41052.5
7656899,57263,5,2021-04-22,8,2021-04-30,2021-05-20,28337
7656900,57346,5,2021-04-22,2,2021-04-23,2021-04-25,1837
7656901,57249,4,2021-04-22,4,2021-05-02,2021-05-07,6480.15
7656902,57185,5,2021-04-23,3,2021-05-02,2021-05-06,8243
7656903,57438,6,2021-04-23,8,2021-04-25,2021-05-11,2802.8
7656904,57341,4,2021-04-23,4,2021-04-29,2021-05-14,7405.5
7656905,57366,6,2021-04-23,3,2021-05-01,2021-05-19,40761.1
7656906,57348,4,2021-04-23,8,2021-04-26,2021-04-28,11624.64
7656907,57157,3,2021-04-23,1,2021-05-01,2021-05-02,35082.5
7656908,57090,3,2021-04-23,1,2021-04-24,2021-05-03,11782
7656909,57398,4,2021-04-23,1,2021-04-24,2021-05-04,25184.4
7656910,57309,4,2021-04-23,4,2021-04-26,2021-05-16,17686.65
7656911,57433,4,2021-04-24,6,2021-04-26,2021-05-11,20192.9
7656912,57353,4,2021-04-24,8,2021-05-04,2021-05-23,11005.8
7656913,57277,4,2021-04-24,5,2021-05-01,2021-05-19,24199.58
7656914,57241,4,2021-04-24,2,2021-05-03,2021-05-13,8346.32
7656915,57427,3,2021-04-24,5,2021-04-29,2021-05-09,16732.75
7656916,57331,4,2021-04-24,4,2021-04-25,2021-05-14,27137.1
7656917,57242,4,2021-04-24,5,2021-05-04,2021-05-07,2166.8
7656918,57302,5,2021-04-25,7,2021-05-02,2021-05-13,4231.21
7656919,57283,3,2021-04-25,6,2021-04-28,2021-04-30,3532.4
7656920,57337,6,2021-04-25,4,2021-04-29,2021-05-19,4045.44
7656921,57398,4,2021-04-25,6,2021-04-28,2021-05-11,34979.2
7656922,57291,4,2021-04-25,2,2021-05-05,2021-05-08,12151
7656923,57137,4,2021-04-25,6,2021-04-26,2021-05-04,11119
7656924,57436,3,2021-04-25,5,2021-05-05,2021-05-22,3562.5
7656925,57406,2,2021-04-25,2,2021-04-26,2021-05-14,20971.3
7656926,57339,3,2021-04-25,7,2021-05-01,2021-05-09,14970.4
7656927,57230,4,2021-04-25,3,2021-05-05,2021-05-08,21149
7656928,57236,4,2021-04-25,8,2021-05-05,2021-05-08,3022
7656929,57310,3,2021-04-26,6,2021-05-05,2021-05-14,23862.28
7656930,57404,4,2021-04-26,8,2021-04-28,2021-05-06,43600.9
7656931,57138,3,2021-04-26,1,2021-05-03,2021-05-19,17696.25
7656932,57207,4,2021-04-26,5,2021-05-01,2021-05-10,27263.16
7656933,57190,4,2021-04-26,1,2021-05-06,2021-05-09,360
7656934,57208,3,2021-04-26,5,2021-05-04,2021-05-13,13545.5
7656935,57087,3,2021-04-26,8,2021-05-06,2021-05-26,9850
7656936,57209,3,2021-04-26,3,2021-04-30,2021-05-13,35441.81
7656937,57290,4,2021-04-26,5,2021-05-04,2021-05-24,10242
7656938,57388,4,2021-04-27,7,2021-05-02,2021-05-15,17226.7
7656939,57083,4,2021-04-27,3,2021-04-30,2021-05-17,15312.5
7656940,57107,3,2021-04-27,3,2021-04-28,2021-05-05,29419.7
7656941,57337,6,2021-04-27,2,2021-05-02,2021-05-12,38519
7656942,57387,6,2021-04-27,5,2021-05-04,2021-05-22,6780
7656943,57314,4,2021-04-27,3,2021-05-05,2021-05-12,18267
7656944,57269,3,2021-04-27,3,2021-05-02,2021-05-14,23708.25
7656945,57433,6,2021-04-28,7,2021-04-30,2021-05-16,19118.75
7656946,57396,5,2021-04-28,6,2021-05-07,2021-05-09,71506
7656947,57194,4,2021-04-28,5,2021-05-01,2021-05-11,11310
7656948,57194,5,2021-04-28,4,2021-05-07,2021-05-19,24203
7656949,57276,4,2021-04-28,8,2021-04-29,2021-05-18,16081.88
7656950,57180,4,2021-04-28,3,2021-05-01,2021-05-02,8873.7
7656951,57381,3,2021-04-28,7,2021-05-03,2021-05-16,15548
7656952,57199,4,2021-04-28,7,2021-05-01,2021-05-08,4092
7656953,57345,4,2021-04-28,8,2021-05-07,2021-05-17,30522.3
7656954,57137,4,2021-04-29,1,2021-05-01,2021-05-07,19560
7656955,57216,4,2021-04-29,7,2021-05-01,2021-05-11,730
7656956,57254,5,2021-04-29,4,2021-05-07,2021-05-16,6385.5
7656957,57365,4,2021-04-29,2,2021-05-04,2021-05-17,14037.25
7656958,57419,5,2021-04-29,8,2021-05-09,2021-05-19,4998.5
7656959,57409,3,2021-04-29,1,2021-05-03,2021-05-22,17494
7656960,57105,4,2021-04-29,2,2021-05-01,2021-05-02,21144
7656961,57211,5,2021-04-29,2,2021-05-05,2021-05-13,11979
7656962,57364,4,2021-04-30,6,2021-05-03,2021-05-13,25426.9
7656963,57156,6,2021-04-30,4,2021-05-05,2021-05-06,81135.25
7656964,57325,4,2021-04-30,3,2021-05-09,2021-05-18,20684
7656965,57333,3,2021-05-01,7,2021-05-03,2021-05-20,23484
7656966,57363,6,2021-05-01,1,2021-05-11,2021-05-14,20677
7656967,57372,4,2021-05-01,1,2021-05-06,2021-05-20,16192
7656968,57378,4,2021-05-01,6,2021-05-02,2021-05-13,49699.75
7656969,57152,3,2021-05-01,7,2021-05-02,2021-05-03,5350
7656970,57372,4,2021-05-01,3,2021-05-02,2021-05-20,59815.85
7656971,57354,3,2021-05-01,6,2021-05-11,2021-05-29,18798
7656972,57250,3,2021-05-01,6,2021-05-11,2021-05-21,3668
7656973,57349,5,2021-05-02,2,2021-05-10,2021-05-14,22578.4
7656974,57133,3,2021-05-02,7,2021-05-10,2021-05-13,8386
7656975,57442,3,2021-05-02,4,2021-05-06,2021-05-18,32856.72
7656976,57133,3,2021-05-02,4,2021-05-08,2021-05-28,82097.75
7656977,57130,4,2021-05-03,6,2021-05-04,2021-05-16,7638
7656978,57325,4,2021-05-03,4,2021-05-05,2021-05-11,24947.45
7656979,57448,3,2021-05-03,3,2021-05-13,2021-05-25,1997.7
7656980,57392,4,2021-05-04,1,2021-05-10,2021-05-25,2246
7656981,57422,5,2021-05-04,8,2021-05-09,2021-05-22,4770
7656982,57399,4,2021-05-04,5,2021-05-12,2021-06-01,29034
7656983,57163,2,2021-05-04,2,2021-05-13,2021-05-30,12561
7656984,57445,3,2021-05-04,7,2021-05-08,2021-05-23,62
7656985,57365,4,2021-05-04,6,2021-05-10,2021-05-13,9454.9
7656986,57134,3,2021-05-04,6,2021-05-05,2021-05-19,5788.8
7656987,57137,3,2021-05-04,2,2021-05-07,2021-05-19,4873.59
7656988,57446,4,2021-05-04,6,2021-05-12,2021-05-18,36554
7656989,57443,6,2021-05-05,2,2021-05-13,2021-05-25,1302
7656990,57317,4,2021-05-05,6,2021-05-11,2021-05-14,36634
7656991,57216,3,2021-05-05,4,2021-05-13,2021-05-23,3200
7656992,57391,6,2021-05-05,1,2021-05-14,2021-05-28,6812.7
7656993,57262,4,2021-05-06,1,2021-05-09,2021-05-18,19140.9
7656994,57196,4,2021-05-06,3,2021-05-09,2021-05-26,11480.05
7656995,57240,4,2021-05-06,7,2021-05-13,2021-05-17,11709
7656996,57110,4,2021-05-06,3,2021-05-07,2021-05-25,13692
7656997,57294,5,2021-05-06,1,2021-05-09,2021-05-28,4288
7656998,57342,4,2021-05-06,3,2021-05-13,2021-06-01,5649.6
7656999,57363,5,2021-05-06,6,2021-05-15,2021-05-17,44975
7657000,57398,4,2021-05-06,3,2021-05-07,2021-05-12,21004.4
7657001,57334,4,2021-05-06,3,2021-05-08,2021-05-23,2668.05
7657002,57207,6,2021-05-06,2,2021-05-15,2021-05-19,26164.4
7657003,57263,3,2021-05-06,3,2021-05-12,2021-05-22,6210
7657004,57450,6,2021-05-07,7,2021-05-15,2021-06-02,30856
7657005,57270,4,2021-05-07,6,2021-05-09,2021-05-13,78363.4
7657006,57287,6,2021-05-07,8,2021-05-14,2021-06-02,7170
7657007,57084,4,2021-05-07,6,2021-05-09,2021-05-29,4275
7657008,57389,3,2021-05-07,4,2021-05-13,2021-05-26,20434.86
7657009,57353,3,2021-05-07,3,2021-05-16,2021-05-27,4649
7657010,57229,5,2021-05-08,6,2021-05-16,2021-05-31,17350.5
7657011,57222,4,2021-05-08,5,2021-05-11,2021-05-16,15720.98
7657012,57245,3,2021-05-08,2,2021-05-13,2021-05-31,2925
7657013,57225,4,2021-05-08,2,2021-05-11,2021-05-29,12558.75
7657014,57223,6,2021-05-08,5,2021-05-15,2021-06-01,7187
7657015,57097,4,2021-05-08,8,2021-05-14,2021-06-02,12507.75
7657016,57248,3,2021-05-08,1,2021-05-11,2021-05-17,890
7657017,57256,3,2021-05-09,2,2021-05-12,2021-05-27,975
7657018,57284,4,2021-05-09,3,2021-05-16,2021-05-25,8565.5
7657019,57121,3,2021-05-09,4,2021-05-17,2021-05-29,38045
7657020,57251,5,2021-05-09,2,2021-05-16,2021-05-28,26338.58
7657021,57313,5,2021-05-09,3,2021-05-17,2021-06-05,12619
7657022,57429,4,2021-05-09,1,2021-05-19,2021-06-08,5866
7657023,57397,4,2021-05-09,2,2021-05-13,2021-05-17,44181.85
7657024,57285,4,2021-05-09,7,2021-05-15,2021-05-19,1464.6
7657025,57208,5,2021-05-09,1,2021-05-14,2021-06-03,29658.8
7657026,57232,3,2021-05-09,3,2021-05-10,2021-05-27,54748.79
7657027,57369,3,2021-05-09,1,2021-05-19,2021-06-01,10961.2
7657028,57412,4,2021-05-09,4,2021-05-11,2021-05-31,4617
7657029,57202,4,2021-05-10,6,2021-05-19,2021-06-05,28221.21
7657030,57325,6,2021-05-10,5,2021-05-12,2021-05-18,7823.7
7657031,57406,4,2021-05-10,1,2021-05-13,2021-05-22,16236.75
7657032,57293,4,2021-05-10,5,2021-05-15,2021-05-30,16857.3
7657033,57253,3,2021-05-10,6,2021-05-16,2021-05-30,4923.5
7657034,57277,4,2021-05-10,6,2021-05-16,2021-05-25,76310
7657035,57279,4,2021-05-10,1,2021-05-15,2021-05-18,9387
7657036,57317,4,2021-05-11,2,2021-05-21,2021-06-10,3069
7657037,57374,4,2021-05-11,6,2021-05-15,2021-05-26,1458
7657038,57237,4,2021-05-11,1,2021-05-19,2021-06-02,789
7657039,57271,4,2021-05-11,8,2021-05-17,2021-05-25,11259.6
7657040,57292,3,2021-05-11,1,2021-05-12,2021-05-20,25677.5
7657041,57427,4,2021-05-11,8,2021-05-19,2021-06-02,18813.5
7657042,57416,3,2021-05-11,6,2021-05-15,2021-05-22,36015.8
7657043,57455,4,2021-05-11,6,2021-05-20,2021-06-04,40515.06
7657044,57236,5,2021-05-11,4,2021-05-20,2021-06-09,11922.32
7657045,57348,3,2021-05-11,4,2021-05-19,2021-05-29,11062
7657046,57405,6,2021-05-11,3,2021-05-12,2021-05-21,25797.5
7657047,57435,6,2021-05-11,3,2021-05-19,2021-05-31,18695
7657048,57426,4,2021-05-12,5,2021-05-20,2021-05-22,9265
7657049,57210,6,2021-05-12,3,2021-05-22,2021-05-30,28717.9
7657050,57388,4,2021-05-12,7,2021-05-18,2021-05-19,28466.5
7657051,57418,4,2021-05-12,5,2021-05-13,2021-05-30,6083
7657052,57393,4,2021-05-12,2,2021-05-16,2021-05-24,12580
7657053,57345,4,2021-05-12,5,2021-05-15,2021-05-23,11248.15
7657054,57159,3,2021-05-12,8,2021-05-20,2021-05-31,18848
7657055,57148,6,2021-05-12,4,2021-05-15,2021-06-02,3000
7657056,57089,4,2021-05-13,5,2021-05-21,2021-05-24,19325.4
7657057,57400,4,2021-05-13,3,2021-05-21,2021-05-26,104030
7657058,57338,4,2021-05-13,1,2021-05-14,2021-05-23,30839.25
7657059,57335,3,2021-05-13,3,2021-05-16,2021-06-05,48130.12
7657060,57403,6,2021-05-13,5,2021-05-17,2021-06-04,10390.2
7657061,57250,4,2021-05-13,6,2021-05-17,2021-05-27,2511
7657062,57258,5,2021-05-13,4,2021-05-15,2021-05-25,14267
7657063,57436,3,2021-05-13,5,2021-05-19,2021-05-28,21700.38
7657064,57380,6,2021-05-14,6,2021-05-23,2021-05-27,6073
7657065,57225,4,2021-05-14,6,2021-05-15,2021-05-27,3648.75
7657066,57252,4,2021-05-14,1,2021-05-22,2021-06-06,2718.08
7657067,57287,4,2021-05-14,5,2021-05-19,2021-06-03,21525
7657068,57408,6,2021-05-14,2,2021-05-20,2021-05-22,14173.8
7657069,57427,5,2021-05-14,3,2021-05-17,2021-05-29,8091
7657070,57130,5,2021-05-14,4,2021-05-24,2021-06-11,19081.5
7657071,57422,5,2021-05-14,2,2021-05-21,2021-05-29,22423.6
7657072,57100,4,2021-05-14,6,2021-05-24,2021-05-30,6145
7657073,57383,4,2021-05-15,4,2021-05-23,2021-06-09,6954
7657074,57392,4,2021-05-15,4,2021-05-19,2021-05-31,39135
7657075,57314,4,2021-05-15,6,2021-05-20,2021-05-30,39302
7657076,57294,3,2021-05-15,7,2021-05-17,2021-06-01,2274
7657077,57183,6,2021-05-15,8,2021-05-23,2021-06-03,60084.22
7657078,57363,6,2021-05-15,2,2021-05-18,2021-06-02,5190
7657079,57388,5,2021-05-15,2,2021-05-22,2021-05-25,1938
7657080,57393,4,2021-05-15,4,2021-05-18,2021-05-25,14524
7657081,57271,5,2021-05-15,5,2021-05-18,2021-06-06,5036.25
7657082,57233,5,2021-05-16,3,2021-05-23,2021-06-06,225
7657083,57235,4,2021-05-16,5,2021-05-21,2021-05-29,11571
7657084,57396,4,2021-05-16,8,2021-05-25,2021-05-27,4480
7657085,57428,3,2021-05-16,3,2021-05-23,2021-06-10,30908
7657086,57322,5,2021-05-16,5,2021-05-18,2021-06-03,5335
7657087,57120,4,2021-05-16,8,2021-05-23,2021-06-01,18995
7657088,57317,3,2021-05-16,4,2021-05-22,2021-05-24,6630
7657089,57455,4,2021-05-16,8,2021-05-25,2021-06-01,36708.2
7657090,57340,5,2021-05-16,5,2021-05-24,2021-05-27,36234.44
7657091,57373,4,2021-05-16,1,2021-05-25,2021-06-13,16861
7657092,57129,4,2021-05-16,4,2021-05-21,2021-05-31,10953.75
7657093,57150,4,2021-05-16,4,2021-05-26,2021-06-12,56649.55
7657094,57417,3,2021-05-16,4,2021-05-26,2021-06-02,52420.2
7657095,57296,4,2021-05-16,4,2021-05-24,2021-06-04,13665.8
7657096,57346,4,2021-05-17,2,2021-05-25,2021-05-31,8092
7657097,57413,4,2021-05-17,4,2021-05-18,2021-05-25,36637
7657098,57104,3,2021-05-17,1,2021-05-25,2021-06-08,14691
7657099,57091,3,2021-05-17,8,2021-05-27,2021-06-05,11741.5
7657100,57387,4,2021-05-17,1,2021-05-19,2021-05-27,4281
7657101,57431,5,2021-05-17,1,2021-05-24,2021-06-12,1216
7657102,57327,4,2021-05-18,1,2021-05-27,2021-06-08,1351.5
7657103,57455,5,2021-05-18,6,2021-05-28,2021-06-16,27035
7657104,57418,5,2021-05-18,6,2021-05-21,2021-05-23,6976.2
7657105,57301,4,2021-05-18,6,2021-05-26,2021-06-07,21754.6
7657106,57338,6,2021-05-18,7,2021-05-26,2021-06-09,18578.55
7657107,57247,6,2021-05-18,3,2021-05-19,2021-05-26,36690
7657108,57163,4,2021-05-18,8,2021-05-23,2021-06-06,22122
7657109,57330,5,2021-05-19,4,2021-05-20,2021-06-06,31464.07
7657110,57366,5,2021-05-19,4,2021-05-24,2021-06-12,455
7657111,57115,4,2021-05-19,7,2021-05-22,2021-05-26,25647.4
7657112,57197,3,2021-05-19,3,2021-05-28,2021-06-13,43740.5
7657113,57263,3,2021-05-20,8,2021-05-23,2021-06-01,31024
7657114,57306,3,2021-05-20,5,2021-05-25,2021-05-28,16172.9
7657115,57428,6,2021-05-20,7,2021-05-24,2021-05-25,11832.2
7657116,57142,4,2021-05-20,5,2021-05-29,2021-06-04,54975
7657117,57121,5,2021-05-20,4,2021-05-25,2021-06-07,5391
7657118,57365,3,2021-05-20,6,2021-05-26,2021-06-11,3400
7657119,57451,4,2021-05-20,7,2021-05-24,2021-05-31,17318
7657120,57159,3,2021-05-20,5,2021-05-27,2021-06-03,2323
7657121,57236,4,2021-05-21,8,2021-05-23,2021-05-29,45333
7657122,57423,4,2021-05-21,5,2021-05-22,2021-06-04,15330
7657123,57327,4,2021-05-21,7,2021-05-29,2021-06-15,16799.8
7657124,57136,4,2021-05-21,5,2021-05-31,2021-06-14,10571.76
7657125,57282,4,2021-05-21,2,2021-05-26,2021-05-31,23455.7
7657126,57334,6,2021-05-21,7,2021-05-29,2021-06-13,5996.5
7657127,57362,4,2021-05-21,6,2021-05-31,2021-06-10,4082.3
7657128,57142,4,2021-05-21,1,2021-05-27,2021-06-11,2196.1
7657129,57352,4,2021-05-21,1,2021-05-28,2021-05-30,1389.5
7657130,57302,6,2021-05-21,6,2021-05-24,2021-06-08,13327
7657131,57344,6,2021-05-22,7,2021-05-29,2021-06-15,12436.45
7657132,57358,4,2021-05-22,5,2021-05-25,2021-06-07,69463
7657133,57166,4,2021-05-22,2,2021-05-24,2021-05-27,7852.5
7657134,57421,4,2021-05-22,8,2021-05-24,2021-06-06,13281
7657135,57176,3,2021-05-22,1,2021-05-31,2021-06-17,4374
7657136,57320,4,2021-05-22,1,2021-05-27,2021-06-16,12037.4
7657137,57117,4,2021-05-22,3,2021-05-23,2021-05-25,24777.34
7657138,57459,6,2021-05-22,7,2021-06-01,2021-06-14,17250.53
7657139,57146,4,2021-05-22,4,2021-05-30,2021-06-10,39102.29
7657140,57356,4,2021-05-22,2,2021-05-29,2021-06-02,2064
7657141,57390,6,2021-05-22,7,2021-05-31,2021-06-10,29548.15
7657142,57256,5,2021-05-22,1,2021-05-30,2021-06-11,6811.68
7657143,57235,6,2021-05-23,6,2021-05-28,2021-05-30,57465.04
7657144,57283,3,2021-05-23,7,2021-05-30,2021-06-09,27723
7657145,57364,1,2021-05-23,4,2021-05-31,2021-06-11,18574.134
7657146,57225,4,2021-05-23,2,2021-05-28,2021-06-08,14488.1
7657147,57175,3,2021-05-23,1,2021-05-29,2021-06-13,1360
7657148,57446,5,2021-05-23,8,2021-05-29,2021-06-05,1600
7657149,57137,6,2021-05-23,5,2021-05-26,2021-06-01,1995
7657150,57295,4,2021-05-23,4,2021-05-30,2021-06-14,1690
7657151,57305,4,2021-05-23,3,2021-05-24,2021-06-05,167117.75
7657152,57281,4,2021-05-23,8,2021-06-02,2021-06-08,17280
7657153,57293,4,2021-05-23,1,2021-06-01,2021-06-13,19471.25
7657154,57394,4,2021-05-23,5,2021-05-26,2021-06-01,15130
7657155,57249,4,2021-05-23,5,2021-05-25,2021-05-27,64313
7657156,57188,4,2021-05-24,3,2021-05-28,2021-06-03,6667
7657157,57325,5,2021-05-24,7,2021-06-03,2021-06-14,24233.1
7657158,57152,4,2021-05-24,4,2021-05-25,2021-05-29,38210.05
7657159,57260,4,2021-05-24,8,2021-05-28,2021-06-05,4275
7657160,57214,5,2021-05-24,5,2021-05-31,2021-06-11,23257.92
7657161,57092,4,2021-05-24,6,2021-06-03,2021-06-21,30304.92
7657162,57456,4,2021-05-24,7,2021-05-28,2021-05-29,3028.5
7657163,57200,6,2021-05-24,1,2021-06-03,2021-06-22,127067
7657164,57413,4,2021-05-24,3,2021-05-27,2021-06-06,12498.73
7657165,57448,4,2021-05-24,4,2021-06-02,2021-06-21,10917.92
7657166,57444,4,2021-05-25,5,2021-06-02,2021-06-11,5172
7657167,57222,4,2021-05-25,2,2021-06-04,2021-06-15,26774.1
7657168,57217,6,2021-05-25,7,2021-06-01,2021-06-15,9628
7657169,57439,3,2021-05-25,4,2021-06-02,2021-06-13,22033.6
7657170,57364,4,2021-05-25,3,2021-05-31,2021-06-10,9618
7657171,57342,4,2021-05-25,8,2021-05-28,2021-06-04,11747.1
7657172,57152,5,2021-05-25,5,2021-05-29,2021-06-09,27012.2
7657173,57458,4,2021-05-25,2,2021-05-26,2021-06-06,48549
7657174,57392,6,2021-05-25,6,2021-06-01,2021-06-12,26610
7657175,57189,6,2021-05-26,1,2021-05-31,2021-06-09,54810.98
7657176,57423,4,2021-05-26,3,2021-06-05,2021-06-06,17070
7657177,57316,6,2021-05-26,3,2021-06-04,2021-06-10,300
7657178,57403,6,2021-05-26,7,2021-05-31,2021-06-12,21430
7657179,57410,4,2021-05-26,4,2021-06-04,2021-06-21,20866.06
7657180,57325,4,2021-05-27,7,2021-06-02,2021-06-07,17809
7657181,57457,3,2021-05-27,5,2021-06-04,2021-06-15,4860
7657182,57143,3,2021-05-27,8,2021-06-04,2021-06-13,13977
7657183,57429,4,2021-05-27,7,2021-06-04,2021-06-13,33241.5
7657184,57197,4,2021-05-27,6,2021-06-06,2021-06-22,21854
7657185,57302,4,2021-05-27,1,2021-06-04,2021-06-15,37056.12
7657186,57318,6,2021-05-28,6,2021-06-05,2021-06-06,48374.5
7657187,57449,5,2021-05-28,1,2021-05-30,2021-06-13,8232
7657188,57115,4,2021-05-28,2,2021-05-29,2021-06-04,8132.9
7657189,57390,3,2021-05-28,7,2021-06-03,2021-06-22,60244.53
7657190,57187,4,2021-05-28,8,2021-06-04,2021-06-12,1200
7657191,57138,4,2021-05-28,2,2021-05-29,2021-06-18,11246
7657192,57288,4,2021-05-29,1,2021-06-04,2021-06-21,26310
7657193,57322,3,2021-05-29,2,2021-06-01,2021-06-08,6790
7657194,57436,5,2021-05-29,7,2021-06-04,2021-06-22,1640
7657195,57433,6,2021-05-29,1,2021-05-30,2021-06-14,1190
7657196,57245,5,2021-05-29,8,2021-06-06,2021-06-16,4160.3
7657197,57263,5,2021-05-29,8,2021-05-30,2021-06-17,5289.75
7657198,57388,3,2021-05-29,4,2021-06-04,2021-06-08,42815
7657199,57402,3,2021-05-29,1,2021-06-08,2021-06-11,57134.3
7657200,57239,5,2021-05-29,3,2021-05-31,2021-06-11,21119.5
7657201,57388,5,2021-05-29,2,2021-06-06,2021-06-26,22321
7657202,57391,4,2021-05-29,5,2021-05-31,2021-06-10,11803.5
7657203,57466,3,2021-05-29,5,2021-06-07,2021-06-19,12232.92
7657204,57219,3,2021-05-30,3,2021-06-07,2021-06-18,23408.71
7657205,57380,4,2021-05-30,1,2021-06-09,2021-06-28,6605
7657206,57085,5,2021-05-30,3,2021-06-04,2021-06-19,34846.87
7657207,57445,4,2021-05-30,1,2021-05-31,2021-06-03,49752.75
7657208,57413,4,2021-05-30,8,2021-06-08,2021-06-17,16232.24
7657209,57423,4,2021-05-30,7,2021-06-07,2021-06-09,45290.36
7657210,57248,4,2021-05-30,6,2021-06-05,2021-06-24,12471.7
